id,subj,nseq,ntrialsubj,ntrialseq,lasttrial,H,I,D,event,R,P_group,pred_trials,AL,ALV,slat,linger,dwell
1,1,1,2,2,8,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,752.98,751.03,2086.2
1,1,1,3,3,8,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,704.78,751.05,2169.6
1,1,1,4,4,8,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,826.75,751.02,2146.3
1,1,1,5,5,8,-1.4466,0.67807,0.0054313,0,4.7875,100,1,0.0,,238.86,750.94,2676.3
1,1,1,6,6,8,-1.3568,0.58496,0.0036716,0,6.5793,100,1,,,,,
1,1,1,7,7,8,-1.2776,0.51457,0.002602,0,6.5793,100,1,1.0,1.0,-27.097,792.62,2319.7
1,1,1,8,8,8,-1.2075,0.45943,0.0019129,1,6.5793,100,1,0.0,,748.32,798.01,1549.7
2,1,2,9,1,15,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,1368.4,751.06,1423.1
2,1,2,10,2,15,-1.7925,1.3219,0.029447,0,0.69315,60,1,1.0,0.0,953.85,751.04,1699.8
2,1,2,11,3,15,-1.8424,2.585,0.063322,0,0.69315,60,0,1.0,0.0,486.1,751.16,2216.4
2,1,2,12,4,15,-1.75,1.2224,0.014874,0,1.7918,60,1,0.0,,684.68,750.94,1956.4
2,1,2,13,5,15,-1.6577,1.0,0.0089239,0,3.1781,60,1,1.0,0.0,610.19,751.04,2036.4
2,1,2,14,6,15,-1.761,3.1699,0.047997,0,3.1781,60,0,1.0,0.0,-654.39,1125.1,3279.5
2,1,2,15,7,15,-1.6858,1.0,0.0059698,0,3.1781,60,1,,,,,
2,1,2,16,8,15,-1.7925,3.4594,0.041136,0,1.7918,60,0,0.0,,549.55,819.29,1769.7
2,1,2,17,9,15,-1.7272,1.0,0.0042725,0,3.1781,60,1,0.0,,491.65,818.03,1826.4
2,1,2,18,10,15,-1.6645,0.89308,0.0031677,0,3.1781,60,1,3.0,0.0,586.85,750.97,2119.7
2,1,2,19,11,15,-1.7232,2.8074,0.017457,0,2.4849,60,0,3.0,0.0,578.96,750.98,2216.3
2,1,2,20,12,15,-1.7806,2.9069,0.016571,0,1.7918,60,0,3.0,0.0,1054.1,750.97,1656.5
2,1,2,21,13,15,-1.7322,1.0,0.0024975,0,1.7918,60,1,3.0,0.0,446.27,750.93,2276.3
2,1,2,22,14,15,-1.685,0.91754,0.001984,0,3.1781,60,1,3.0,0.0,404.94,1084.6,2179.7
2,1,2,23,15,15,-1.7488,3.1699,0.01436,0,1.7918,60,0,0.0,,896.9,1240.0,1843.1
3,1,3,24,1,14,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,548.61,750.92,2193.0
3,1,3,25,2,14,-1.7925,1.3219,0.029447,0,0.69315,80,1,0.0,,390.63,751.03,2489.6
3,1,3,26,3,14,-1.6645,1.0,0.014772,0,1.7918,80,1,,,,,
3,1,3,27,4,14,-1.75,2.8074,0.057355,0,1.7918,80,0,0.0,,1231.2,750.91,1706.4
3,1,3,28,5,14,-1.6577,1.0,0.0089239,0,3.1781,80,1,0.0,,46.695,750.92,2656.4
3,1,3,29,6,14,-1.571,0.848,0.0058176,0,4.7875,80,1,3.0,1.0,808.66,750.91,1939.7
3,1,3,30,7,14,-1.4911,0.73697,0.0040189,0,4.7875,80,1,3.0,1.0,-289.22,750.92,2939.6
3,1,3,31,8,14,-1.4183,0.65208,0.0028992,0,4.7875,80,1,2.0,0.0,366.0,549.15,1683.2
3,1,3,32,9,14,-1.5466,3.585,0.038369,0,3.1781,80,0,3.0,1.0,854.71,624.48,1269.8
3,1,3,33,10,14,-1.4838,0.70044,0.0023223,0,4.7875,80,1,3.0,1.0,-283.16,750.92,2999.6
3,1,3,34,11,14,-1.4256,0.63743,0.0017997,0,4.7875,80,1,3.0,1.0,-114.46,750.92,2799.6
3,1,3,35,12,14,-1.3716,0.58496,0.0014243,0,4.7875,80,1,0.0,,77.55,750.97,2769.6
3,1,3,36,13,14,-1.4961,4.0,0.030184,0,3.1781,80,0,3.0,1.0,406.12,1052.5,2146.4
3,1,3,37,14,14,-1.4466,0.62803,0.0012251,1,3.1781,80,1,1.0,0.0,1691.3,1794.4,1603.1
4,1,4,38,2,5,-1.9219,2.0,0.078072,0,0.0,100,1,3.0,0.0,1024.0,751.0,1679.7
4,1,4,39,3,5,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,472.74,750.94,2242.9
4,1,4,40,4,5,-1.6645,1.0,0.014772,0,1.7918,100,1,1.0,0.0,761.38,1041.1,1779.7
4,1,4,41,5,5,-1.5488,0.80735,0.00856,1,3.1781,100,1,1.0,0.0,430.13,1109.8,2179.7
5,1,5,42,1,4,-1.9219,2.0,0.078072,0,0.0,60,0,1.0,1.0,-359.54,820.1,2679.6
5,1,5,43,2,4,-1.9183,2.3219,0.070299,0,0.0,60,0,0.0,,305.75,750.96,2379.7
5,1,5,44,3,4,-1.8424,1.585,0.028306,0,0.69315,60,1,0.0,,877.66,1077.4,1699.7
5,1,5,45,4,4,-1.75,1.2224,0.014874,1,1.7918,60,1,0.0,,752.97,751.01,1949.7
6,1,6,46,1,5,-1.9219,2.0,0.078072,0,0.0,100,0,,,,,
6,1,6,47,2,5,-1.7925,1.3219,0.029447,0,0.69315,100,1,1.0,0.0,1141.7,1111.4,1469.8
6,1,6,48,3,5,-1.6645,1.0,0.014772,0,1.7918,100,1,,,,,
6,1,6,49,4,5,-1.5488,0.80735,0.00856,0,3.1781,100,1,,,,,
6,1,6,50,5,5,-1.4466,0.67807,0.0054313,1,4.7875,100,1,0.0,,644.47,787.57,1643.1
7,2,1,1,1,4,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,506.49,902.86,1896.4
7,2,1,2,2,4,-1.7925,1.3219,0.029447,0,0.69315,60,1,0.0,,841.87,1008.3,1666.4
7,2,1,3,3,4,-1.8424,2.585,0.063322,0,0.69315,60,0,0.0,,704.08,1110.4,1906.3
7,2,1,4,4,4,-1.75,1.2224,0.014874,1,1.7918,60,1,,,,,
8,2,2,5,1,6,-1.9219,2.0,0.078072,0,0.0,80,0,4.0,0.0,787.51,917.33,1629.8
8,2,2,6,2,6,-1.7925,1.3219,0.029447,0,0.69315,80,1,2.0,1.0,-163.6,929.28,2592.9
8,2,2,7,3,6,-1.6645,1.0,0.014772,0,1.7918,80,1,2.0,1.0,-44.869,904.79,2449.7
8,2,2,8,4,6,-1.75,2.8074,0.057355,0,1.7918,80,0,2.0,1.0,940.25,750.96,1719.7
8,2,2,9,5,6,-1.6577,1.0,0.0089239,0,3.1781,80,1,0.0,,112.44,1065.4,2453.0
8,2,2,10,6,6,-1.571,0.848,0.0058176,1,4.7875,80,1,1.0,0.0,737.68,70.915,833.23
9,2,3,11,1,4,-1.9219,2.0,0.078072,0,0.0,80,0,4.0,1.0,-76.617,1073.0,2649.6
9,2,3,12,2,4,-1.9183,2.3219,0.070299,0,0.0,80,0,0.0,,865.33,891.81,1526.5
9,2,3,13,3,4,-1.8424,1.585,0.028306,0,0.69315,80,1,3.0,0.0,647.23,710.34,1563.1
9,2,3,14,4,4,-1.75,1.2224,0.014874,1,1.7918,80,1,0.0,,272.78,82.505,1309.7
10,2,4,15,1,5,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,88.695,751.0,2539.6
10,2,4,16,2,5,-1.9183,2.3219,0.070299,0,0.0,60,0,4.0,0.0,430.67,983.69,2053.0
10,2,4,17,3,5,-1.8424,1.585,0.028306,0,0.69315,60,1,0.0,,1069.1,1042.2,1473.1
10,2,4,18,4,5,-1.75,1.2224,0.014874,0,1.7918,60,1,4.0,0.0,288.03,681.15,1893.1
10,2,4,19,5,5,-1.8366,3.0,0.052297,1,1.7918,60,0,3.0,1.0,640.02,-60.105,799.87
11,2,5,20,1,7,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,709.45,969.16,1759.7
11,2,5,21,2,7,-1.7925,1.3219,0.029447,0,0.69315,80,1,1.0,0.0,558.2,4.758,946.56
11,2,5,22,3,7,-1.8424,2.585,0.063322,0,0.69315,80,0,4.0,0.0,-226.39,1039.9,1846.4
11,2,5,23,4,7,-1.75,1.2224,0.014874,0,1.7918,80,1,3.0,0.0,532.18,681.95,1649.8
11,2,5,24,5,7,-1.6577,1.0,0.0089239,0,3.1781,80,1,0.0,,934.09,717.26,1283.2
11,2,5,25,6,7,-1.571,0.848,0.0058176,0,4.7875,80,1,0.0,,736.2,579.34,1343.1
11,2,5,26,7,7,-1.4911,0.73697,0.0040189,1,4.7875,80,1,0.0,,424.87,78.03,1153.2
12,2,6,27,1,6,-1.9219,2.0,0.078072,0,0.0,60,0,3.0,0.0,438.52,874.86,1936.3
12,2,6,28,2,6,-1.7925,1.3219,0.029447,0,0.69315,60,1,0.0,,747.1,750.9,1946.4
12,2,6,29,3,6,-1.8424,2.585,0.063322,0,0.69315,60,0,0.0,,699.22,525.62,1326.4
12,2,6,30,4,6,-1.9056,2.8074,0.057355,0,0.69315,60,0,2.0,0.0,544.51,157.69,1113.2
12,2,6,31,5,6,-1.8366,1.415,0.014536,0,1.7918,60,1,0.0,,679.81,846.28,1666.5
12,2,6,32,6,6,-1.761,1.1699,0.008961,1,3.1781,60,1,3.0,0.0,651.87,750.93,1989.6
13,2,7,33,1,4,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,200.18,993.18,2293.0
13,2,7,34,2,4,-1.7925,1.3219,0.029447,0,0.69315,100,1,4.0,1.0,-154.48,1058.4,1586.4
13,2,7,35,3,4,-1.6645,1.0,0.014772,0,1.7918,100,1,4.0,1.0,-155.8,840.49,2496.3
13,2,7,36,4,4,-1.5488,0.80735,0.00856,1,3.1781,100,1,4.0,1.0,-30.377,739.22,2269.6
14,2,8,40,1,10,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,783.87,477.0,1193.1
14,2,8,41,2,10,-1.9183,2.3219,0.070299,0,0.0,80,1,4.0,0.0,439.24,975.61,2036.4
14,2,8,42,3,10,-1.8424,1.585,0.028306,0,0.69315,80,1,,,,,
14,2,8,43,4,10,-1.75,1.2224,0.014874,0,1.7918,80,1,,,,,
14,2,8,44,5,10,-1.6577,1.0,0.0089239,0,3.1781,80,1,,,,,
14,2,8,45,6,10,-1.761,3.1699,0.047997,0,3.1781,80,0,0.0,,364.0,720.37,1856.4
14,2,8,46,7,10,-1.6858,1.0,0.0059698,0,4.7875,80,1,0.0,,402.7,982.38,1736.4
14,2,8,47,8,10,-1.614,0.87447,0.004198,0,4.7875,80,1,0.0,,658.01,977.66,1219.8
14,2,8,48,9,10,-1.5466,0.77761,0.0030736,0,4.7875,80,1,1.0,1.0,3.421,719.71,2216.3
14,2,8,49,10,10,-1.4838,0.70044,0.0023223,0,4.7875,80,1,0.0,,452.07,1115.0,2163.0
15,2,9,50,1,13,-1.9219,2.0,0.078072,0,0.0,100,0,,,,,
15,2,9,51,2,13,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,1812.2,598.8,286.63
15,2,9,52,3,13,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,624.42,130.88,1006.5
15,2,9,53,4,13,-1.5488,0.80735,0.00856,0,3.1781,100,1,2.0,1.0,-293.51,1056.1,1359.9
15,2,9,54,5,13,-1.4466,0.67807,0.0054313,0,4.7875,100,1,,,,,
15,2,9,55,6,13,-1.3568,0.58496,0.0036716,0,6.5793,100,1,2.0,1.0,307.08,23.619,786.54
15,2,9,56,7,13,-1.2776,0.51457,0.002602,0,6.5793,100,1,0.0,,445.78,652.23,1706.4
15,2,9,57,8,13,-1.2075,0.45943,0.0019129,0,6.5793,100,1,0.0,,597.78,-368.98,533.24
15,2,9,58,9,13,-1.1451,0.41504,0.0014482,0,6.5793,100,1,0.0,,769.76,746.2,1476.4
15,2,9,59,10,13,-1.0892,0.37851,0.0011233,0,6.5793,100,1,2.0,1.0,115.14,721.55,2106.4
15,2,9,60,11,13,-1.0389,0.34792,0.00088903,0,6.5793,100,1,4.0,0.0,367.11,146.92,1279.8
15,2,9,61,12,13,-0.99339,0.32193,0.00071583,0,6.5793,100,1,3.0,0.0,475.83,398.95,1423.1
15,2,9,62,13,13,-0.95199,0.29956,0.00058497,1,6.5793,100,1,3.0,0.0,611.19,420.99,1309.8
16,2,10,66,1,4,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,456.81,506.58,1549.8
16,2,10,67,2,4,-1.9183,2.3219,0.070299,0,0.0,60,0,0.0,,442.18,755.22,1813.0
16,2,10,68,3,4,-1.8424,1.585,0.028306,0,0.69315,60,1,0.0,,884.12,667.27,1283.2
16,2,10,69,4,4,-1.9056,2.8074,0.057355,1,0.69315,60,0,,,,,
17,3,1,1,1,15,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,823.86,749.83,1923.0
17,3,1,2,2,15,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,955.63,750.99,1749.7
17,3,1,3,3,15,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,217.72,751.02,2539.6
17,3,1,4,4,15,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,266.36,751.04,2489.7
17,3,1,5,5,15,-1.4466,0.67807,0.0054313,0,4.7875,100,1,0.0,,355.11,1098.2,2646.3
17,3,1,6,6,15,-1.3568,0.58496,0.0036716,0,6.5793,100,1,,,,,
17,3,1,7,7,15,-1.2776,0.51457,0.002602,0,6.5793,100,1,0.0,,212.31,1022.0,3429.5
17,3,1,8,8,15,-1.2075,0.45943,0.0019129,0,6.5793,100,1,1.0,1.0,591.08,950.8,2773.0
17,3,1,9,9,15,-1.1451,0.41504,0.0014482,0,6.5793,100,1,4.0,0.0,296.41,750.85,2356.4
17,3,1,10,10,15,-1.0892,0.37851,0.0011233,0,6.5793,100,1,0.0,,365.27,911.58,2989.5
17,3,1,11,11,15,-1.0389,0.34792,0.00088903,0,6.5793,100,1,4.0,0.0,573.85,1076.8,2002.9
17,3,1,12,12,15,-0.99339,0.32193,0.00071583,0,6.5793,100,1,0.0,,319.19,1022.3,2203.1
17,3,1,13,13,15,-0.95199,0.29956,0.00058497,0,6.5793,100,1,4.0,0.0,611.13,947.6,2639.6
17,3,1,14,14,15,-0.91418,0.28011,0.00048423,0,6.5793,100,1,4.0,0.0,109.87,982.92,2842.9
17,3,1,15,15,15,-0.87951,0.26303,0.00040541,0,6.5793,100,1,0.0,,1.985,1678.2,3176.2
18,3,2,16,1,14,-1.9219,2.0,0.078072,0,0.0,60,0,,,,,
18,3,2,17,2,14,-1.7925,1.3219,0.029447,0,0.69315,60,1,1.0,0.0,811.9,748.37,1436.5
18,3,2,18,3,14,-1.8424,2.585,0.063322,0,0.69315,60,0,1.0,0.0,477.51,723.83,1746.3
18,3,2,19,4,14,-1.75,1.2224,0.014874,0,1.7918,60,1,0.0,,952.7,935.84,1483.1
18,3,2,20,5,14,-1.6577,1.0,0.0089239,0,3.1781,60,1,1.0,0.0,684.75,984.47,1799.7
18,3,2,21,6,14,-1.761,3.1699,0.047997,0,3.1781,60,0,0.0,,150.15,883.12,2233.0
18,3,2,22,7,14,-1.6858,1.0,0.0059698,0,3.1781,60,1,0.0,,642.09,651.91,1509.8
18,3,2,23,8,14,-1.7925,3.4594,0.041136,0,1.7918,60,0,0.0,,77.514,1003.9,1169.8
18,3,2,24,9,14,-1.7272,1.0,0.0042725,0,3.1781,60,1,1.0,0.0,632.78,682.59,1549.8
18,3,2,25,10,14,-1.6645,0.89308,0.0031677,0,3.1781,60,1,0.0,,588.26,628.07,1539.8
18,3,2,26,11,14,-1.7232,2.8074,0.017457,0,2.4849,60,0,3.0,0.0,1046.7,849.87,1303.2
18,3,2,27,12,14,-1.7806,2.9069,0.016571,0,1.7918,60,0,2.0,1.0,1038.2,651.3,1113.1
18,3,2,28,13,14,-1.7322,1.0,0.0024975,0,1.7918,60,1,3.0,0.0,267.16,610.23,1843.1
18,3,2,29,14,14,-1.685,0.91754,0.001984,1,3.1781,60,1,0.0,0.0,-0.28,506.05,2006.3
19,3,3,30,1,4,-1.9219,2.0,0.078072,0,0.0,100,0,3.0,0.0,1181.9,608.45,926.53
19,3,3,31,2,4,-1.7925,1.3219,0.029447,0,0.69315,100,1,4.0,1.0,-192.55,1040.4,2732.9
19,3,3,32,3,4,-1.6645,1.0,0.014772,0,1.7918,100,1,3.0,0.0,889.35,925.81,1536.5
19,3,3,33,4,4,-1.5488,0.80735,0.00856,1,3.1781,100,1,1.0,0.0,361.46,647.87,1786.4
20,3,4,34,1,6,-1.9219,2.0,0.078072,0,0.0,80,0,1.0,0.0,885.23,924.97,1539.7
20,3,4,35,2,6,-1.9183,2.3219,0.070299,0,0.0,80,0,2.0,1.0,673.85,1093.6,2399.6
20,3,4,36,3,6,-1.8424,1.585,0.028306,0,0.69315,80,1,3.0,0.0,1082.5,848.98,1266.5
20,3,4,37,4,6,-1.75,1.2224,0.014874,0,1.7918,80,1,2.0,1.0,827.79,644.33,1316.5
20,3,4,38,5,6,-1.6577,1.0,0.0089239,0,3.1781,80,1,2.0,1.0,-266.66,509.65,2276.3
20,3,4,39,6,6,-1.571,0.848,0.0058176,1,4.7875,80,1,3.0,0.0,405.31,-71.535,1023.2
21,3,5,40,1,4,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,889.13,1118.9,1173.2
21,3,5,41,2,4,-1.7925,1.3219,0.029447,0,0.69315,80,1,2.0,0.0,891.1,560.94,1169.8
21,3,5,42,3,4,-1.8424,2.585,0.063322,0,0.69315,80,0,2.0,0.0,536.53,266.3,1229.8
21,3,5,43,4,4,-1.75,1.2224,0.014874,1,1.7918,80,1,2.0,0.0,-138.04,541.63,2179.7
22,3,6,44,1,4,-1.9219,2.0,0.078072,0,0.0,60,0,3.0,0.0,884.36,560.82,1176.5
22,3,6,45,2,4,-1.7925,1.3219,0.029447,0,0.69315,60,1,-1.0,0.0,273.1,419.54,1646.4
22,3,6,46,3,4,-1.8424,2.585,0.063322,0,0.69315,60,0,1.0,0.0,498.45,608.14,1609.7
22,3,6,47,4,4,-1.9056,2.8074,0.057355,1,0.69315,60,0,3.0,0.0,673.74,26.907,853.17
23,3,7,50,2,6,-1.9219,2.0,0.078072,0,0.0,60,0,,,,,
23,3,7,51,3,6,-1.9183,2.3219,0.070299,0,0.0,60,0,0.0,,563.63,1066.6,373.22
23,3,7,52,4,6,-1.9502,2.585,0.063322,0,0.0,60,1,0.0,,412.25,225.43,1313.2
23,3,7,53,5,6,-1.9056,1.8074,0.026716,0,0.69315,60,1,1.0,1.0,724.25,537.33,1313.1
23,3,7,54,6,6,-1.9749,3.0,0.052297,1,0.69315,60,0,1.0,1.0,1089.5,656.01,1066.5
24,4,1,1,1,9,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,651.28,750.57,2133.1
24,4,1,2,2,9,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,386.27,751.0,2413.1
24,4,1,3,3,9,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,338.35,291.53,1453.2
24,4,1,4,4,9,-1.5488,0.80735,0.00856,0,3.1781,100,1,4.0,0.0,843.67,751.09,1946.4
24,4,1,5,5,9,-1.4466,0.67807,0.0054313,0,4.7875,100,1,0.0,,235.8,751.01,2556.3
24,4,1,6,6,9,-1.3568,0.58496,0.0036716,0,6.5793,100,1,0.0,,477.82,751.17,2379.6
24,4,1,7,7,9,-1.2776,0.51457,0.002602,0,6.5793,100,1,3.0,1.0,-113.57,979.4,3109.5
24,4,1,8,8,9,-1.2075,0.45943,0.0019129,0,6.5793,100,1,0.0,,1031.7,1021.5,1489.8
24,4,1,9,9,9,-1.1451,0.41504,0.0014482,1,6.5793,100,1,,,,,
25,4,2,10,1,5,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,420.94,947.31,2026.4
25,4,2,11,2,5,-1.7925,1.3219,0.029447,0,0.69315,60,1,0.0,,1049.7,756.16,1189.9
25,4,2,12,3,5,-1.8424,2.585,0.063322,0,0.69315,60,0,3.0,0.0,768.57,751.17,2003.1
25,4,2,13,4,5,-1.75,1.2224,0.014874,0,1.7918,60,1,3.0,0.0,960.53,1083.7,1623.1
25,4,2,14,5,5,-1.6577,1.0,0.0089239,1,3.1781,60,1,4.0,1.0,-310.5,742.51,393.29
26,4,3,15,1,6,-1.9219,2.0,0.078072,0,0.0,80,0,,,,,
26,4,3,16,2,6,-1.7925,1.3219,0.029447,0,0.69315,80,1,4.0,0.0,950.98,1017.5,1566.5
26,4,3,17,3,6,-1.6645,1.0,0.014772,0,1.7918,80,1,4.0,0.0,819.75,1062.9,1743.2
26,4,3,18,4,6,-1.75,2.8074,0.057355,0,1.7918,80,0,0.0,,505.2,688.24,1683.0
26,4,3,19,5,6,-1.6577,1.0,0.0089239,0,3.1781,80,1,0.0,,950.5,1016.9,1566.4
26,4,3,20,6,6,-1.571,0.848,0.0058176,1,4.7875,80,1,1.0,0.0,872.51,1015.6,1643.1
27,4,4,24,1,4,-1.9219,2.0,0.078072,0,0.0,80,0,1.0,0.0,236.09,-1213.9,49.964
27,4,4,25,2,4,-1.9183,2.3219,0.070299,0,0.0,80,0,0.0,,1014.5,764.34,1249.8
27,4,4,26,3,4,-1.8424,1.585,0.028306,0,0.69315,80,1,1.0,0.0,723.43,446.57,1223.1
27,4,4,27,4,4,-1.75,1.2224,0.014874,1,1.7918,80,1,,,,,
28,4,5,28,1,12,-1.9219,2.0,0.078072,0,0.0,80,0,3.0,0.0,649.31,515.79,1366.5
28,4,5,29,2,12,-1.7925,1.3219,0.029447,0,0.69315,80,1,0.0,,667.95,750.8,2089.6
28,4,5,30,3,12,-1.8424,2.585,0.063322,0,0.69315,80,0,0.0,,1083.3,783.19,1199.9
28,4,5,31,4,12,-1.75,1.2224,0.014874,0,1.7918,80,1,0.0,,845.41,750.94,2019.7
28,4,5,32,5,12,-1.6577,1.0,0.0089239,0,3.1781,80,1,0.0,,800.67,893.76,1593.1
28,4,5,33,6,12,-1.571,0.848,0.0058176,0,4.7875,80,1,0.0,,432.72,959.2,2026.5
28,4,5,34,7,12,-1.4911,0.73697,0.0040189,0,4.7875,80,1,0.0,,464.76,711.2,1746.4
28,4,5,35,8,12,-1.614,3.4594,0.041136,0,3.1781,80,0,0.0,,780.1,699.99,1419.9
28,4,5,36,9,12,-1.5466,0.77761,0.0030736,0,4.7875,80,1,2.0,1.0,-14.369,575.26,2089.6
28,4,5,37,10,12,-1.4838,0.70044,0.0023223,0,4.7875,80,1,4.0,0.0,687.56,457.4,1269.8
28,4,5,38,11,12,-1.4256,0.63743,0.0017997,0,4.7875,80,1,0.0,,729.54,679.33,1449.8
28,4,5,39,12,12,-1.3716,0.58496,0.0014243,1,4.7875,80,1,0.0,,61.726,704.7,2143.0
29,4,6,40,1,7,-1.9219,2.0,0.078072,0,0.0,60,0,2.0,0.0,1053.5,710.05,1156.5
29,4,6,41,2,7,-1.7925,1.3219,0.029447,0,0.69315,60,1,3.0,0.0,669.01,702.13,1533.1
29,4,6,42,3,7,-1.8424,2.585,0.063322,0,0.69315,60,0,0.0,,97.769,750.92,2553.0
29,4,6,43,4,7,-1.9056,2.8074,0.057355,0,0.69315,60,0,1.0,1.0,806.36,586.26,1279.9
29,4,6,44,5,7,-1.8366,1.415,0.014536,0,1.7918,60,1,2.0,0.0,428.42,241.61,1313.2
29,4,6,45,6,7,-1.761,1.1699,0.008961,0,3.1781,60,1,0.0,,287.21,483.6,1696.4
29,4,6,46,7,7,-1.7899,2.3219,0.022032,1,2.4849,60,0,,,,,
30,4,7,47,1,7,-1.9219,2.0,0.078072,0,0.0,100,0,1.0,0.0,772.46,705.56,1433.1
30,4,7,48,2,7,-1.7925,1.3219,0.029447,0,0.69315,100,1,4.0,0.0,1164.4,754.23,1089.8
30,4,7,49,3,7,-1.6645,1.0,0.014772,0,1.7918,100,1,4.0,0.0,1216.4,662.97,946.56
30,4,7,50,4,7,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,738.52,750.92,2089.6
30,4,7,51,5,7,-1.4466,0.67807,0.0054313,0,4.7875,100,1,4.0,0.0,773.79,750.85,1989.8
30,4,7,52,6,7,-1.3568,0.58496,0.0036716,0,6.5793,100,1,0.0,,699.19,839.01,1639.8
30,4,7,53,7,7,-1.2776,0.51457,0.002602,1,6.5793,100,1,2.0,1.0,-318.6,381.12,2199.7
31,4,8,54,1,6,-1.9219,2.0,0.078072,0,0.0,80,0,,,,,
31,4,8,55,2,6,-1.7925,1.3219,0.029447,0,0.69315,80,1,0.0,,302.96,750.88,2429.7
31,4,8,56,3,6,-1.6645,1.0,0.014772,0,1.7918,80,1,3.0,1.0,-148.23,631.44,2279.7
31,4,8,57,4,6,-1.5488,0.80735,0.00856,0,3.1781,80,1,0.0,,617.06,663.49,1546.4
31,4,8,58,5,6,-1.6577,3.0,0.052297,0,3.1781,80,0,3.0,1.0,1079.0,751.1,1673.1
31,4,8,59,6,6,-1.571,0.848,0.0058176,1,4.7875,80,1,0.0,,817.62,557.46,1239.8
32,5,1,1,1,6,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,736.2,749.93,2059.6
32,5,1,2,2,6,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,477.7,751.04,2369.6
32,5,1,3,3,6,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,3.058,756.04,2203.0
32,5,1,4,4,6,-1.5488,0.80735,0.00856,0,3.1781,100,1,1.0,1.0,-131.55,751.04,2882.9
32,5,1,5,5,6,-1.4466,0.67807,0.0054313,0,4.7875,100,1,1.0,1.0,-126.18,1036.8,2663.0
32,5,1,6,6,6,-1.3568,0.58496,0.0036716,1,6.5793,100,1,0.0,,1029.0,751.12,1746.3
33,5,2,7,1,13,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,1381.6,1058.1,1176.5
33,5,2,8,2,13,-1.7925,1.3219,0.029447,0,0.69315,60,1,1.0,0.0,367.41,290.54,1423.1
33,5,2,9,3,13,-1.8424,2.585,0.063322,0,0.69315,60,0,1.0,0.0,762.88,772.57,1509.7
33,5,2,10,4,13,-1.75,1.2224,0.014874,0,1.7918,60,1,0.0,,388.21,1064.5,1209.8
33,5,2,11,5,13,-1.6577,1.0,0.0089239,0,3.1781,60,1,0.0,,293.5,30.078,1236.6
33,5,2,12,6,13,-1.761,3.1699,0.047997,0,3.1781,60,0,0.0,,1182.2,751.16,1493.1
33,5,2,13,7,13,-1.6858,1.0,0.0059698,0,3.1781,60,1,0.0,,287.65,751.11,2479.6
33,5,2,14,8,13,-1.7925,3.4594,0.041136,0,1.7918,60,0,0.0,,476.33,1086.0,2109.7
33,5,2,15,9,13,-1.7272,1.0,0.0042725,0,3.1781,60,1,0.0,,404.93,750.93,2223.0
33,5,2,16,10,13,-1.6645,0.89308,0.0031677,0,3.1781,60,1,0.0,,430.37,990.1,1103.2
33,5,2,17,11,13,-1.7232,2.8074,0.017457,0,2.4849,60,0,2.0,1.0,1065.6,982.0,1416.4
33,5,2,18,12,13,-1.7806,2.9069,0.016571,0,1.7918,60,0,0.0,,817.64,1094.1,1776.4
33,5,2,19,13,13,-1.7322,1.0,0.0024975,1,1.7918,60,1,3.0,0.0,599.67,750.85,2279.7
34,5,3,20,1,5,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,1177.2,751.0,1506.4
34,5,3,21,2,5,-1.7925,1.3219,0.029447,0,0.69315,80,1,3.0,1.0,-33.797,1012.5,2546.3
34,5,3,22,3,5,-1.6645,1.0,0.014772,0,1.7918,80,1,0.0,,718.04,750.97,1946.4
34,5,3,23,4,5,-1.75,2.8074,0.057355,0,1.7918,80,0,0.0,,950.04,809.8,1359.8
