"subj" "seq" "trial" "sl" "ltime" "linger" "laway"
"1728" 7 4 3 NA NA NA 0
"1729" 7 4 4 NA NA NA 0
"1730" 7 4 5 1.2232066304866 -0.61624209135738 0.719042486801569 0
"1731" 7 4 6 0.965261747404579 -0.789593529622973 0.274028424278961 1
"1732" 7 4 7 NA NA NA 2
"1733" 7 4 8 NA NA NA 2
"1734" 7 4 9 NA NA NA 2
"1735" 7 4 10 NA NA NA 2
"1736" 7 4 11 NA NA NA 2
"1737" 7 4 12 NA NA NA 2
"1738" 7 4 13 NA NA NA 2
"1739" 7 4 14 NA NA NA 2
"1740" 7 4 15 NA NA NA 2
"1741" 7 5 1 NA NA NA 2
"1742" 7 5 2 NA NA NA 2
"1743" 7 5 3 NA NA NA 2
"1744" 7 5 4 NA NA NA 2
"1745" 7 5 5 NA NA NA 2
"1746" 7 5 6 NA NA NA 2
"1747" 7 5 7 NA NA NA 2
"1748" 7 5 8 NA NA NA 2
"1749" 7 5 9 NA NA NA 2
"1750" 7 5 10 NA NA NA 2
"1751" 7 5 11 NA NA NA 2
"1752" 7 5 12 NA NA NA 2
"1753" 7 5 13 NA NA NA 2
"1754" 7 5 14 NA NA NA 2
"1755" 7 5 15 NA NA NA 2
"1756" 7 6 1 NA NA NA 2
"1757" 7 6 2 NA NA NA 2
"1758" 7 6 3 NA NA NA 2
"1759" 7 6 4 NA NA NA 2
"1760" 7 6 5 NA NA NA 2
"1761" 7 6 6 NA NA NA 2
"1762" 7 6 7 NA NA NA 2
"1763" 7 6 8 NA NA NA 2
"1764" 7 6 9 NA NA NA 2
"1765" 7 6 10 NA NA NA 2
"1766" 7 6 11 NA NA NA 2
"1767" 7 6 12 NA NA NA 2
"1768" 7 6 13 NA NA NA 2
"1769" 7 6 14 NA NA NA 2
"1770" 7 6 15 NA NA NA 2
"1771" 7 7 1 NA NA NA 2
"1772" 7 7 2 NA NA NA 2
"1773" 7 7 3 NA NA NA 2
"1774" 7 7 4 NA NA NA 2
"1775" 7 7 5 NA NA NA 2
"1776" 7 7 6 NA NA NA 2
"1777" 7 7 7 NA NA NA 2
"1778" 7 7 8 NA NA NA 2
"1779" 7 7 9 NA NA NA 2
"1780" 7 7 10 NA NA NA 2
"1781" 7 7 11 NA NA NA 2
"1782" 7 7 12 NA NA NA 2
"1783" 7 7 13 NA NA NA 2
"1784" 7 7 14 NA NA NA 2
"1785" 7 7 15 NA NA NA 2
"1786" 7 8 1 NA NA NA 2
"1787" 7 8 2 NA NA NA 2
"1788" 7 8 3 NA NA NA 2
"1789" 7 8 4 NA NA NA 2
"1790" 7 8 5 NA NA NA 2
"1791" 7 8 6 NA NA NA 2
"1792" 7 8 7 NA NA NA 2
"1793" 7 8 8 NA NA NA 2
"1794" 7 8 9 NA NA NA 2
"1795" 7 8 10 NA NA NA 2
"1796" 7 8 11 NA NA NA 2
"1797" 7 8 12 NA NA NA 2
"1798" 7 8 13 NA NA NA 2
"1799" 7 8 14 NA NA NA 2
"1800" 7 8 15 NA NA NA 2
"1801" 7 9 1 NA NA NA 0
"1802" 7 9 2 NA NA NA 0
"1803" 7 9 3 NA NA NA 0
"1804" 7 9 4 -1.51970703649272 2.85785295896427 0.763664191714561 1
"1805" 7 9 5 NA NA NA 2
"1806" 7 9 6 NA NA NA 2
"1807" 7 9 7 NA NA NA 2
"1808" 7 9 8 NA NA NA 2
"1809" 7 9 9 NA NA NA 2
"1810" 7 9 10 NA NA NA 2
"1811" 7 9 11 NA NA NA 2
"1812" 7 9 12 NA NA NA 2
"1813" 7 9 13 NA NA NA 2
"1814" 7 9 14 NA NA NA 2
"1815" 7 9 15 NA NA NA 2
"1816" 7 10 1 NA NA NA 2
"1817" 7 10 2 NA NA NA 2
"1818" 7 10 3 NA NA NA 2
"1819" 7 10 4 NA NA NA 2
"1820" 7 10 5 NA NA NA 2
"1821" 7 10 6 NA NA NA 2
"1822" 7 10 7 NA NA NA 2
"1823" 7 10 8 NA NA NA 2
"1824" 7 10 9 NA NA NA 2
"1825" 7 10 10 NA NA NA 2
"1826" 7 10 11 NA NA NA 2
"1827" 7 10 12 NA NA NA 2
"1828" 7 10 13 NA NA NA 2
"1829" 7 10 14 NA NA NA 2
"1830" 7 10 15 NA NA NA 2
"1831" 7 11 1 NA NA NA 2
"1832" 7 11 2 NA NA NA 2
"1833" 7 11 3 NA NA NA 2
"1834" 7 11 4 NA NA NA 2
"1835" 7 11 5 NA NA NA 2
"1836" 7 11 6 NA NA NA 2
"1837" 7 11 7 NA NA NA 2
"1838" 7 11 8 NA NA NA 2
"1839" 7 11 9 NA NA NA 2
"1840" 7 11 10 NA NA NA 2
"1841" 7 11 11 NA NA NA 2
"1842" 7 11 12 NA NA NA 2
"1843" 7 11 13 NA NA NA 2
"1844" 7 11 14 NA NA NA 2
"1845" 7 11 15 NA NA NA 2
"1846" 7 12 1 NA NA NA 2
"1847" 7 12 2 NA NA NA 2
"1848" 7 12 3 NA NA NA 2
"1849" 7 12 4 NA NA NA 2
"1850" 7 12 5 NA NA NA 2
"1851" 7 12 6 NA NA NA 2
"1852" 7 12 7 NA NA NA 2
"1853" 7 12 8 NA NA NA 2
"1854" 7 12 9 NA NA NA 2
"1855" 7 12 10 NA NA NA 2
"1856" 7 12 11 NA NA NA 2
"1857" 7 12 12 NA NA NA 2
"1858" 7 12 13 NA NA NA 2
"1859" 7 12 14 NA NA NA 2
"1860" 7 12 15 NA NA NA 2
"1861" 7 13 1 NA NA NA 2
"1862" 7 13 2 NA NA NA 2
"1863" 7 13 3 NA NA NA 2
"1864" 7 13 4 NA NA NA 2
"1865" 7 13 5 NA NA NA 2
"1866" 7 13 6 NA NA NA 2
"1867" 7 13 7 NA NA NA 2
"1868" 7 13 8 NA NA NA 2
"1869" 7 13 9 NA NA NA 2
"1870" 7 13 10 NA NA NA 2
"1871" 7 13 11 NA NA NA 2
"1872" 7 13 12 NA NA NA 2
"1873" 7 13 13 NA NA NA 2
"1874" 7 13 14 NA NA NA 2
"1875" 7 13 15 NA NA NA 2
"1876" 7 14 1 NA NA NA 2
"1877" 7 14 2 NA NA NA 2
"1878" 7 14 3 NA NA NA 2
"1879" 7 14 4 NA NA NA 2
"1880" 7 14 5 NA NA NA 2
"1881" 7 14 6 NA NA NA 2
"1882" 7 14 7 NA NA NA 2
"1883" 7 14 8 NA NA NA 2
"1884" 7 14 9 NA NA NA 2
"1885" 7 14 10 NA NA NA 2
"1886" 7 14 11 NA NA NA 2
"1887" 7 14 12 NA NA NA 2
"1888" 7 14 13 NA NA NA 2
"1889" 7 14 14 NA NA NA 2
"1890" 7 14 15 NA NA NA 2
"1891" 7 15 1 NA NA NA 2
"1892" 7 15 2 NA NA NA 2
"1893" 7 15 3 NA NA NA 2
"1894" 7 15 4 NA NA NA 2
"1895" 7 15 5 NA NA NA 2
"1896" 7 15 6 NA NA NA 2
"1897" 7 15 7 NA NA NA 2
"1898" 7 15 8 NA NA NA 2
"1899" 7 15 9 NA NA NA 2
"1900" 7 15 10 NA NA NA 2
"1901" 7 15 11 NA NA NA 2
"1902" 7 15 12 NA NA NA 2
"1903" 7 15 13 NA NA NA 2
"1904" 7 15 14 NA NA NA 2
"1905" 7 15 15 NA NA NA 2
"1906" 7 16 1 NA NA NA 2
"1907" 7 16 2 NA NA NA 2
"1908" 7 16 3 NA NA NA 2
"1909" 7 16 4 NA NA NA 2
"1910" 7 16 5 NA NA NA 2
"1911" 7 16 6 NA NA NA 2
"1912" 7 16 7 NA NA NA 2
"1913" 7 16 8 NA NA NA 2
"1914" 7 16 9 NA NA NA 2
"1915" 7 16 10 NA NA NA 2
"1916" 7 16 11 NA NA NA 2
"1917" 7 16 12 NA NA NA 2
"1918" 7 16 13 NA NA NA 2
"1919" 7 16 14 NA NA NA 2
"1920" 7 16 15 NA NA NA 2
"1921" 8 1 1 -0.581255108828903 1.14627539815556 0.456073658097073 0
"1922" 8 1 2 0.889210667477238 0.190001820902601 0.458853669164376 0
"1923" 8 1 3 -0.346621908627709 1.31196411247636 1.46926132798936 0
"1924" 8 1 4 -0.45159524558976 -0.264696939404615 -1.38939877968977 0
"1925" 8 1 5 0.613938713945203 0.207055930790288 0.458580722623222 0
"1926" 8 1 6 0.486189478661167 -0.804352865981019 -1.01253037027511 0
"1927" 8 1 7 0.318256401464172 0.521439904351151 0.45860094088553 0
"1928" 8 1 8 -0.152132113768994 0.793426167853355 0.459268143541682 0
"1929" 8 1 9 1.41012467752322 -0.290202285727456 0.458398758262453 0
"1930" 8 1 10 -0.653363623134595 1.2948796751852 0.459247925279375 0
"1931" 8 1 11 -0.958376674253528 1.4477297887014 0.45873235959053 0
"1932" 8 1 12 -0.857871578329346 0.275029751113232 -0.823914201207012 0
"1933" 8 1 13 NA NA NA 0
"1934" 8 1 14 NA NA NA 0
"1935" 8 1 15 NA NA NA 0
"1936" 8 2 1 1.61018460996535 -0.489958783285663 0.458853669164376 0
"1937" 8 2 2 1.1685161689145 -0.0691923438136642 0.458287557819761 0
"1938" 8 2 3 NA NA NA 0
"1939" 8 2 4 0.473290212678542 -0.396429070967418 1.05994260757092 0
"1940" 8 2 5 0.744973420580614 0.321835043810322 0.459116506574375 0
"1941" 8 2 6 0.891424569710933 -0.965836180353225 -0.678858278280751 0
"1942" 8 2 7 -0.0474428437145537 -0.0437587723457142 -0.146673177818695 0
"1943" 8 2 8 0.0986534745098168 -0.506800601349022 -0.990714865245154 0
"1944" 8 2 9 1.22704810468205 -0.145591116822085 0.979261631832224 0
"1945" 8 2 10 0.471197620156282 -1.00824399954638 -1.52486113715105 0
"1946" 8 2 11 NA NA NA 0
"1947" 8 2 12 NA NA NA 0
"1948" 8 2 13 NA NA NA 0
"1949" 8 2 14 NA NA NA 0
"1950" 8 2 15 NA NA NA 0
"1951" 8 3 1 NA NA NA 0
"1952" 8 3 2 0.0239074848946677 -2.40637773630195 0.458570613492068 0
"1953" 8 3 3 -0.709287400106289 1.28628691086716 0.458631268278991 0
"1954" 8 3 4 -0.700179062606018 -0.880737486201151 -3.29759837628612 0
"1955" 8 3 5 -1.30205719589248 1.14384920587753 0.458520067836299 0
"1956" 8 3 6 NA NA NA 0
"1957" 8 3 7 -3.18013371176399 0.624007182905077 -0.768758781631733 0
"1958" 8 3 8 -0.486522333340519 -2.29163905981989 0.70499079449775 0
"1959" 8 3 9 NA NA NA 0
"1960" 8 3 10 NA NA NA 0
"1961" 8 3 11 NA NA NA 0
"1962" 8 3 12 NA NA NA 0
"1963" 8 3 13 NA NA NA 0
"1964" 8 3 14 NA NA NA 0
"1965" 8 3 15 NA NA NA 0
"1966" 8 4 1 NA NA NA 0
"1967" 8 4 2 NA NA NA 0
"1968" 8 4 3 NA NA NA 0
"1969" 8 4 4 NA NA NA 0
"1970" 8 4 5 NA NA NA 0
"1971" 8 4 6 NA NA NA 0
"1972" 8 4 7 NA NA NA 0
"1973" 8 4 8 NA NA NA 0
"1974" 8 4 9 NA NA NA 0
"1975" 8 4 10 NA NA NA 0
"1976" 8 4 11 NA NA NA 0
"1977" 8 4 12 NA NA NA 0
"1978" 8 4 13 NA NA NA 0
"1979" 8 4 14 NA NA NA 0
"1980" 8 4 15 NA NA NA 0
"1981" 8 5 1 NA NA NA 0
"1982" 8 5 2 NA NA NA 0
"1983" 8 5 3 NA NA NA 0
"1984" 8 5 4 NA NA NA 0
"1985" 8 5 5 NA NA NA 0
"1986" 8 5 6 NA NA NA 0
"1987" 8 5 7 NA NA NA 0
"1988" 8 5 8 NA NA NA 0
"1989" 8 5 9 NA NA NA 0
"1990" 8 5 10 NA NA NA 0
"1991" 8 5 11 NA NA NA 0
"1992" 8 5 12 NA NA NA 0
"1993" 8 5 13 NA NA NA 1
"1994" 8 5 14 NA NA NA 2
"1995" 8 5 15 NA NA NA 2
"1996" 8 6 1 NA NA NA 2
"1997" 8 6 2 NA NA NA 2
"1998" 8 6 3 NA NA NA 2
"1999" 8 6 4 NA NA NA 2
"2000" 8 6 5 NA NA NA 2
"2001" 8 6 6 NA NA NA 2
"2002" 8 6 7 NA NA NA 2
"2003" 8 6 8 NA NA NA 2
"2004" 8 6 9 NA NA NA 2
"2005" 8 6 10 NA NA NA 2
"2006" 8 6 11 NA NA NA 2
"2007" 8 6 12 NA NA NA 2
"2008" 8 6 13 NA NA NA 2
"2009" 8 6 14 NA NA NA 2
"2010" 8 6 15 NA NA NA 2
"2011" 8 7 1 NA NA NA 2
"2012" 8 7 2 NA NA NA 2
"2013" 8 7 3 NA NA NA 2
"2014" 8 7 4 NA NA NA 2
"2015" 8 7 5 NA NA NA 2
"2016" 8 7 6 NA NA NA 2
"2017" 8 7 7 NA NA NA 2
"2018" 8 7 8 NA NA NA 2
"2019" 8 7 9 NA NA NA 2
"2020" 8 7 10 NA NA NA 2
"2021" 8 7 11 NA NA NA 2
"2022" 8 7 12 NA NA NA 2
"2023" 8 7 13 NA NA NA 2
"2024" 8 7 14 NA NA NA 2
"2025" 8 7 15 NA NA NA 2
"2026" 8 8 1 NA NA NA 2
"2027" 8 8 2 NA NA NA 0
"2028" 8 8 3 NA NA NA 0
"2029" 8 8 4 NA NA NA 0
"2030" 8 8 5 NA NA NA 0
"2031" 8 8 6 NA NA NA 1
"2032" 8 8 7 NA NA NA 2
"2033" 8 8 8 NA NA NA 2
"2034" 8 8 9 NA NA NA 2
"2035" 8 8 10 NA NA NA 2
"2036" 8 8 11 NA NA NA 2
"2037" 8 8 12 NA NA NA 2
"2038" 8 8 13 NA NA NA 2
"2039" 8 8 14 NA NA NA 2
"2040" 8 8 15 NA NA NA 2
"2041" 8 9 1 NA NA NA 0
"2042" 8 9 2 NA NA NA 0
"2043" 8 9 3 NA NA NA 0
"2044" 8 9 4 NA NA NA 0
"2045" 8 9 5 NA NA NA 0
"2046" 8 9 6 NA NA NA 0
"2047" 8 9 7 NA NA NA 0
"2048" 8 9 8 NA NA NA 0
"2049" 8 9 9 NA NA NA 0
"2050" 8 9 10 NA NA NA 0
"2051" 8 9 11 NA NA NA 0
"2052" 8 9 12 NA NA NA 0
"2053" 8 9 13 NA NA NA 0
"2054" 8 9 14 NA NA NA 0
"2055" 8 9 15 NA NA NA 0
"2056" 8 10 1 NA NA NA 0
"2057" 8 10 2 NA NA NA 0
"2058" 8 10 3 NA NA NA 0
"2059" 8 10 4 NA NA NA 0
"2060" 8 10 5 NA NA NA 0
"2061" 8 10 6 NA NA NA 1
"2062" 8 10 7 NA NA NA 2
"2063" 8 10 8 NA NA NA 2
"2064" 8 10 9 NA NA NA 2
"2065" 8 10 10 NA NA NA 2
"2066" 8 10 11 NA NA NA 2
"2067" 8 10 12 NA NA NA 2
"2068" 8 10 13 NA NA NA 2
"2069" 8 10 14 NA NA NA 2
"2070" 8 10 15 NA NA NA 2
"2071" 8 11 1 NA NA NA 0
"2072" 8 11 2 NA NA NA 0
"2073" 8 11 3 NA NA NA 0
"2074" 8 11 4 NA NA NA 0
"2075" 8 11 5 NA NA NA 0
"2076" 8 11 6 NA NA NA 0
"2077" 8 11 7 NA NA NA 1
"2078" 8 11 8 NA NA NA 2
"2079" 8 11 9 NA NA NA 2
"2080" 8 11 10 NA NA NA 2
"2081" 8 11 11 NA NA NA 2
"2082" 8 11 12 NA NA NA 2
"2083" 8 11 13 NA NA NA 2
"2084" 8 11 14 NA NA NA 2
"2085" 8 11 15 NA NA NA 2
"2086" 8 12 1 NA NA NA 0
"2087" 8 12 2 NA NA NA 0
"2088" 8 12 3 NA NA NA 0
"2089" 8 12 4 NA NA NA 0
"2090" 8 12 5 NA NA NA 0
"2091" 8 12 6 NA NA NA 0
"2092" 8 12 7 NA NA NA 0
"2093" 8 12 8 NA NA NA 0
"2094" 8 12 9 NA NA NA 0
"2095" 8 12 10 NA NA NA 0
"2096" 8 12 11 NA NA NA 0
"2097" 8 12 12 NA NA NA 0
"2098" 8 12 13 NA NA NA 0
"2099" 8 12 14 NA NA NA 1
"2100" 8 12 15 NA NA NA 2
"2101" 8 13 1 NA NA NA 0
"2102" 8 13 2 NA NA NA 0
"2103" 8 13 3 NA NA NA 0
"2104" 8 13 4 NA NA NA 1
"2105" 8 13 5 NA NA NA 2
"2106" 8 13 6 NA NA NA 2
"2107" 8 13 7 NA NA NA 2
"2108" 8 13 8 NA NA NA 2
"2109" 8 13 9 NA NA NA 2
"2110" 8 13 10 NA NA NA 2
"2111" 8 13 11 NA NA NA 2
"2112" 8 13 12 NA NA NA 2
"2113" 8 13 13 NA NA NA 2
"2114" 8 13 14 NA NA NA 2
"2115" 8 13 15 NA NA NA 2
"2116" 8 14 1 NA NA NA 2
"2117" 8 14 2 NA NA NA 2
"2118" 8 14 3 NA NA NA 2
"2119" 8 14 4 NA NA NA 2
"2120" 8 14 5 NA NA NA 2
"2121" 8 14 6 NA NA NA 2
"2122" 8 14 7 NA NA NA 2
"2123" 8 14 8 NA NA NA 2
"2124" 8 14 9 NA NA NA 2
"2125" 8 14 10 NA NA NA 2
"2126" 8 14 11 NA NA NA 2
"2127" 8 14 12 NA NA NA 2
"2128" 8 14 13 NA NA NA 2
"2129" 8 14 14 NA NA NA 2
"2130" 8 14 15 NA NA NA 2
"2131" 8 15 1 NA NA NA 0
"2132" 8 15 2 NA NA NA 0
"2133" 8 15 3 NA NA NA 0
"2134" 8 15 4 NA NA NA 0
"2135" 8 15 5 NA NA NA 0
"2136" 8 15 6 NA NA NA 0
"2137" 8 15 7 NA NA NA 0
"2138" 8 15 8 NA NA NA 0
"2139" 8 15 9 NA NA NA 0
"2140" 8 15 10 NA NA NA 0
"2141" 8 15 11 NA NA NA 0
"2142" 8 15 12 NA NA NA 0
"2143" 8 15 13 NA NA NA 1
"2144" 8 15 14 NA NA NA 2
"2145" 8 15 15 NA NA NA 2
"2146" 8 16 1 NA NA NA 0
"2147" 8 16 2 NA NA NA 0
"2148" 8 16 3 NA NA NA 0
"2149" 8 16 4 NA NA NA 0
"2150" 8 16 5 NA NA NA 0
"2151" 8 16 6 NA NA NA 0
"2152" 8 16 7 NA NA NA 0
"2153" 8 16 8 NA NA NA 1
"2154" 8 16 9 NA NA NA 2
"2155" 8 16 10 NA NA NA 2
"2156" 8 16 11 NA NA NA 2
"2157" 8 16 12 NA NA NA 2
"2158" 8 16 13 NA NA NA 2
"2159" 8 16 14 NA NA NA 2
"2160" 8 16 15 NA NA NA 2
"2161" 9 1 1 NA NA NA 2
"2162" 9 1 2 NA NA NA 2
"2163" 9 1 3 NA NA NA 2
"2164" 9 1 4 NA NA NA 2
"2165" 9 1 5 NA NA NA 2
"2166" 9 1 6 NA NA NA 2
"2167" 9 1 7 NA NA NA 2
"2168" 9 1 8 NA NA NA 2
"2169" 9 1 9 NA NA NA 2
"2170" 9 1 10 NA NA NA 2
"2171" 9 1 11 NA NA NA 2
"2172" 9 1 12 NA NA NA 2
"2173" 9 1 13 NA NA NA 2
"2174" 9 1 14 NA NA NA 2
"2175" 9 1 15 NA NA NA 2
"2176" 9 2 1 NA NA NA 2
"2177" 9 2 2 NA NA NA 2
"2178" 9 2 3 NA NA NA 2
"2179" 9 2 4 NA NA NA 2
"2180" 9 2 5 NA NA NA 2
"2181" 9 2 6 NA NA NA 2
"2182" 9 2 7 NA NA NA 2
"2183" 9 2 8 NA NA NA 2
"2184" 9 2 9 NA NA NA 2
"2185" 9 2 10 NA NA NA 2
"2186" 9 2 11 NA NA NA 2
"2187" 9 2 12 NA NA NA 2
"2188" 9 2 13 NA NA NA 2
"2189" 9 2 14 NA NA NA 2
"2190" 9 2 15 NA NA NA 2
"2191" 9 3 1 NA NA NA 2
"2192" 9 3 2 NA NA NA 2
"2193" 9 3 3 NA NA NA 2
"2194" 9 3 4 NA NA NA 2
"2195" 9 3 5 NA NA NA 2
"2196" 9 3 6 NA NA NA 2
"2197" 9 3 7 NA NA NA 2
"2198" 9 3 8 NA NA NA 2
"2199" 9 3 9 NA NA NA 2
"2200" 9 3 10 NA NA NA 2
"2201" 9 3 11 NA NA NA 2
"2202" 9 3 12 NA NA NA 2
"2203" 9 3 13 NA NA NA 2
"2204" 9 3 14 NA NA NA 2
"2205" 9 3 15 NA NA NA 2
"2206" 9 4 1 -0.700613755738662 1.26495663708944 0.167811783245703 0
"2207" 9 4 2 -0.0518150478975359 0.674744928919481 0.171178123919927 0
"2208" 9 4 3 -0.947246508229336 1.47502445182929 0.170500812132621 0
"2209" 9 4 4 0.8120273635765 -0.352464445062527 0.584085585897982 0
"2210" 9 4 5 NA NA NA 0
"2211" 9 4 6 NA NA NA 1
"2212" 9 4 7 NA NA NA 2
"2213" 9 4 8 NA NA NA 2
"2214" 9 4 9 NA NA NA 2
"2215" 9 4 10 NA NA NA 2
"2216" 9 4 11 NA NA NA 2
"2217" 9 4 12 NA NA NA 2
"2218" 9 4 13 NA NA NA 2
"2219" 9 4 14 NA NA NA 2
"2220" 9 4 15 NA NA NA 2
"2221" 9 5 1 1.23978562438276 -0.471469176300139 0.873075318192428 0
"2222" 9 5 2 0.0223537096740334 0.362483873601898 0.749865227689587 0
"2223" 9 5 3 0.0122910691104716 0.458955344057261 0.875359981833193 0
"2224" 9 5 4 0.286695658205743 0.351232406912511 1.01647334360946 0
"2225" 9 5 5 0.538514400860278 0.0846535194499778 0.909094152493513 0
"2226" 9 5 6 -1.44398955827183 1.52021228300769 0.817778370780995 0
"2227" 9 5 7 0.899946576939266 0.061954468862063 0.170622121706466 1
"2228" 9 5 8 NA NA NA 2
"2229" 9 5 9 NA NA NA 2
"2230" 9 5 10 NA NA NA 2
"2231" 9 5 11 NA NA NA 2
"2232" 9 5 12 NA NA NA 2
"2233" 9 5 13 NA NA NA 2
"2234" 9 5 14 NA NA NA 2
"2235" 9 5 15 NA NA NA 2
"2236" 9 6 1 0.535319911792481 0.288727628349637 0.170379502558775 0
"2237" 9 6 2 0.705062525518386 0.00516347420530605 0.974823723255694 0
"2238" 9 6 3 NA NA NA 0
"2239" 9 6 4 NA NA NA 0
"2240" 9 6 5 0.515971012818543 -0.159379976268916 0.540383811919989 0
"2241" 9 6 6 -1.65425972475976 1.19682107061462 0.13642293101307 0
"2242" 9 6 7 -1.85229782867796 1.23088885385203 -0.0269992613934624 0
"2243" 9 6 8 NA NA NA 0
"2244" 9 6 9 NA NA NA 0
"2245" 9 6 10 NA NA NA 0
"2246" 9 6 11 NA NA NA 0
"2247" 9 6 12 NA NA NA 1
"2248" 9 6 13 NA NA NA 2
"2249" 9 6 14 NA NA NA 2
"2250" 9 6 15 NA NA NA 2
"2251" 9 7 1 -0.234673263258126 0.737138507002945 1.0042918405691 0
"2252" 9 7 2 -0.012131608544249 -0.119711732523046 0.0320744574170397 0
"2253" 9 7 3 0.509693235251764 0.118611113121424 0.92625945719271 0
"2254" 9 7 4 0.491759616244573 0.271875701151787 0.170369393427621 0
"2255" 9 7 5 0.421379765326834 0.697409608450124 0.170723213018005 0
"2256" 9 7 6 NA NA NA 1
"2257" 9 7 7 NA NA NA 2
"2258" 9 7 8 NA NA NA 2
"2259" 9 7 9 NA NA NA 2
"2260" 9 7 10 NA NA NA 2
"2261" 9 7 11 NA NA NA 2
"2262" 9 7 12 NA NA NA 2
"2263" 9 7 13 NA NA NA 2
"2264" 9 7 14 NA NA NA 2
"2265" 9 7 15 NA NA NA 2
"2266" 9 8 1 NA NA NA 2
"2267" 9 8 2 NA NA NA 2
"2268" 9 8 3 NA NA NA 2
"2269" 9 8 4 NA NA NA 2
"2270" 9 8 5 NA NA NA 2
"2271" 9 8 6 NA NA NA 2
"2272" 9 8 7 NA NA NA 2
"2273" 9 8 8 NA NA NA 2
"2274" 9 8 9 NA NA NA 2
"2275" 9 8 10 NA NA NA 2
"2276" 9 8 11 NA NA NA 2
"2277" 9 8 12 NA NA NA 2
"2278" 9 8 13 NA NA NA 2
"2279" 9 8 14 NA NA NA 2
"2280" 9 8 15 NA NA NA 2
"2281" 9 9 1 -0.346632017770328 0.947074902994407 0.170349175165313 0
"2282" 9 9 2 -0.0721040971350972 -0.664604190766208 -0.801502257438978 0
"2283" 9 9 3 0.397461533888832 -0.216344949130277 0.333308369365001 0
"2284" 9 9 4 -0.47556402274086 1.20248218593004 0.170177319935698 0
"2285" 9 9 5 -1.11594788026542 1.47482226913946 0.170278411247236 0
"2286" 9 9 6 0.523461887499676 0.260432160907055 0.170237974722621 1
"2287" 9 9 7 NA NA NA 2
"2288" 9 9 8 NA NA NA 2
"2289" 9 9 9 NA NA NA 2
"2290" 9 9 10 NA NA NA 2
"2291" 9 9 11 NA NA NA 2
"2292" 9 9 12 NA NA NA 2
"2293" 9 9 13 NA NA NA 2
"2294" 9 9 14 NA NA NA 2
"2295" 9 9 15 NA NA NA 2
"2296" 9 10 1 NA NA NA 0
"2297" 9 10 2 -0.139900051199263 -0.403586338187621 -0.505345151156469 0
"2298" 9 10 3 -0.435309416829565 0.725664639354739 0.773682340688003 0
"2299" 9 10 4 NA NA NA 0
"2300" 9 10 5 NA NA NA 0
"2301" 9 10 6 NA NA NA 0
"2302" 9 10 7 NA NA NA 0
"2303" 9 10 8 NA NA NA 0
"2304" 9 10 9 NA NA NA 0
"2305" 9 10 10 NA NA NA 0
"2306" 9 10 11 NA NA NA 1
"2307" 9 10 12 NA NA NA 2
"2308" 9 10 13 NA NA NA 2
"2309" 9 10 14 NA NA NA 2
"2310" 9 10 15 NA NA NA 2
"2311" 9 11 1 NA NA NA 0
"2312" 9 11 2 -1.34977234905705 0.878969663923069 0.0130217779314224 0
"2313" 9 11 3 -0.67017512731101 -0.749510811362938 -1.56054637012406 0
"2314" 9 11 4 NA NA NA 0
"2315" 9 11 5 NA NA NA 1
"2316" 9 11 6 NA NA NA 2
"2317" 9 11 7 NA NA NA 2
"2318" 9 11 8 NA NA NA 2
"2319" 9 11 9 NA NA NA 2
"2320" 9 11 10 NA NA NA 2
"2321" 9 11 11 NA NA NA 2
"2322" 9 11 12 NA NA NA 2
"2323" 9 11 13 NA NA NA 2
"2324" 9 11 14 NA NA NA 2
"2325" 9 11 15 NA NA NA 2
"2326" 9 12 1 -0.463685780162816 -2.82651336578166 -4.27302844131886 0
"2327" 9 12 2 2.31560058196187 -1.56681411675696 0.475867336896266 0
"2328" 9 12 3 -0.0346871275571273 0.697460154122583 0.49664160141738 0
"2329" 9 12 4 -0.427575922725561 -0.119721841657538 -0.41188623363934 0
"2330" 9 12 5 0.259380754847552 -0.539736161523346 -0.270934617961533 0
"2331" 9 12 6 NA NA NA 0
"2332" 9 12 7 NA NA NA 0
"2333" 9 12 8 NA NA NA 0
"2334" 9 12 9 NA NA NA 0
"2335" 9 12 10 NA NA NA 0
"2336" 9 12 11 NA NA NA 0
"2337" 9 12 12 NA NA NA 0
"2338" 9 12 13 NA NA NA 0
"2339" 9 12 14 NA NA NA 0
"2340" 9 12 15 NA NA NA 0
"2341" 9 13 1 NA NA NA 0
"2342" 9 13 2 NA NA NA 0
"2343" 9 13 3 NA NA NA 0
"2344" 9 13 4 NA NA NA 0
"2345" 9 13 5 NA NA NA 0
"2346" 9 13 6 NA NA NA 1
"2347" 9 13 7 NA NA NA 2
"2348" 9 13 8 NA NA NA 2
"2349" 9 13 9 NA NA NA 2
"2350" 9 13 10 NA NA NA 2
"2351" 9 13 11 NA NA NA 2
"2352" 9 13 12 NA NA NA 2
"2353" 9 13 13 NA NA NA 2
"2354" 9 13 14 NA NA NA 2
"2355" 9 13 15 NA NA NA 2
"2356" 9 14 1 NA NA NA 2
"2357" 9 14 2 NA NA NA 2
"2358" 9 14 3 NA NA NA 2
"2359" 9 14 4 NA NA NA 2
"2360" 9 14 5 NA NA NA 2
"2361" 9 14 6 NA NA NA 2
"2362" 9 14 7 NA NA NA 2
"2363" 9 14 8 NA NA NA 2
"2364" 9 14 9 NA NA NA 2
