"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15"
"814" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"815" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"816" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"817" 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"818" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"819" 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
"820" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"821" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"822" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"823" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"824" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"825" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"826" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"827" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"828" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"829" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"830" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"831" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"832" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"833" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"834" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"835" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"836" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"837" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"838" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"839" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"840" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"841" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"842" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"843" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"844" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"845" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"846" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"847" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"848" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"849" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"850" 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
"851" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"852" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"853" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"854" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"855" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"856" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"857" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"858" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"859" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"860" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"861" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"862" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"863" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"864" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"865" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"866" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"867" 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0
"868" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"869" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"870" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"871" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"872" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"873" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"874" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"875" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"876" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"877" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"878" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"879" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"880" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"881" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"882" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"883" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"884" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"885" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"886" 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
"887" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"888" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"889" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"890" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"891" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"892" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"893" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"894" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"895" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"896" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"897" 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"898" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"899" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"900" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"901" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"902" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"903" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"905" 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0
"906" 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
"907" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"908" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"909" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"910" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"911" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"912" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"913" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"914" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"915" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"916" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"917" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"918" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"919" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"920" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"921" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"922" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"923" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"924" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"925" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"926" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"927" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"928" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"929" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"930" 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
"931" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"932" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"933" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"934" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"935" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"936" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"937" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"938" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"939" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"940" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"941" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"942" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"943" 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
"944" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"945" 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
"946" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"947" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"948" 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"949" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"950" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"951" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"952" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"953" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"954" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"955" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"956" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"957" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"958" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"959" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"960" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"961" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"962" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"963" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"964" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"965" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"966" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"967" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"968" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"969" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"970" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"971" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"972" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"973" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"974" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"975" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"976" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"977" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"978" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"979" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"980" 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
"981" 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
"982" 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0
"983" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"984" 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
"985" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"986" 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"987" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"988" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"989" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"990" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"991" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"992" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"993" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"994" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"995" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"996" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"997" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"998" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"999" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1000" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1001" 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
"1002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1003" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1004" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1005" 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"1006" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1008" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1009" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"1010" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1011" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1012" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1013" 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
"1014" 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0
"1015" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1016" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1018" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1019" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1020" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1021" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1022" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1023" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1024" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1025" 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
"1026" 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0
"1027" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1028" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1029" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1030" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1031" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1032" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1033" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1034" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1035" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1036" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1037" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1038" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1039" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1040" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1041" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"1042" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"1043" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1044" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1045" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1046" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1047" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1048" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1049" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1050" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1051" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1052" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1053" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1054" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1055" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1056" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1057" 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0
"1058" 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1059" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1060" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1061" 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1062" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1063" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"1064" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1065" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1066" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1067" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1068" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1069" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1070" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1071" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1072" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1073" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1074" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1075" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1076" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1077" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1078" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1079" 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0
"1080" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1081" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1082" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1083" 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
"1084" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1085" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1086" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1087" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1088" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1089" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1090" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1091" 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0
"1092" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1093" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1094" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1095" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1096" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1097" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1098" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1099" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1100" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1105" 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"1106" 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
"1107" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
"1108" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1109" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1110" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1111" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1112" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1113" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1115" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1116" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1117" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1118" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1120" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1121" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1122" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1123" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1124" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1125" 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
"1126" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1127" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1128" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1129" 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1130" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1131" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1132" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1133" 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0
"1134" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1135" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1137" 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
"1138" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1139" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1140" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1141" 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0
"1142" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1143" 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0
"1144" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1145" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1146" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1147" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1148" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1149" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1150" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1151" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1152" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1153" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1154" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1155" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1156" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1157" 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0
"1158" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"1159" 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"1160" 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1161" 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
"1162" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1163" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1164" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1165" 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"1166" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
"1167" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1168" 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0
